wine_id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3017,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6
3018,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6
3019,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
3020,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
3021,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5
3022,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6
3023,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
3024,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7
3025,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7
3026,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6
3027,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
3028,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
3029,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
3030,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
3031,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6
3032,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
3033,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
3034,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4
3035,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4
3036,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
3037,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
3038,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
3039,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5
3040,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5
3041,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6
3042,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
3043,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5
3044,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5
3045,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5
3046,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
3047,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5
3048,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4
3049,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
3050,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6
3051,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6
3052,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
3053,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6
3054,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8
3055,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
3056,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7
3057,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
3058,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
3059,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4
3060,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6
3061,6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6
3062,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
3063,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
3064,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6
3065,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6
3066,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4
3067,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6
3068,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
3069,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6
3070,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
3071,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5
3072,7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4
3073,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
3074,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6
3075,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
3076,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7
3077,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
3078,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6
3079,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5
3080,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
3081,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
3082,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
3083,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6
3084,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5
3085,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
3086,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6
3087,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5
3088,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6
3089,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
3090,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4
3091,5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6
3092,10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3
3093,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5
3094,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6
3095,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
3096,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5
3097,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5
3098,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5
3099,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4
3100,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6
3101,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5
3102,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
3103,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9
3104,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6
3105,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5
3106,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6
3107,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
3108,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
3109,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
3110,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5
3111,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
3112,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
3113,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
3114,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6
3115,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5
3116,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6
3117,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6
3118,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5
3119,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
3120,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7
3121,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6
3122,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6
3123,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5
3124,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6
3125,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5
3126,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
3127,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5
3128,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7
3129,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7
3130,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6
3131,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6
3132,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6
3133,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5
3134,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
3135,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5
3136,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6
3137,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
3138,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
3139,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
3140,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
3141,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6
3142,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
3143,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6
3144,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7
3145,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
3146,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
3147,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6
3148,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6
3149,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
3150,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
3151,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7
3152,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
3153,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
3154,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3
3155,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
3156,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5
3157,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
3158,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6
3159,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,5
3160,6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6
3161,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
3162,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6
3163,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
3164,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5
3165,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
3166,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6
3167,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6
3168,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
3169,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7
3170,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7
3171,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7
3172,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
3173,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6
3174,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
3175,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6
3176,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6
3177,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6
3178,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6
3179,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
3180,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5
3181,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5
3182,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
3183,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6
3184,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
3185,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
3186,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
3187,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
3188,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6
3189,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4
3190,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5
3191,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
3192,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
3193,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6
3194,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5
3195,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
3196,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
3197,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5
3198,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
3199,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
3200,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7
3201,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8
3202,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6
3203,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
3204,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8
3205,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7
3206,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
3207,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
3208,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6
3209,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7
3210,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
3211,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5
3212,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
3213,6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6
3214,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5
3215,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
3216,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
3217,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6
3218,7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5
3219,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7
3220,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7
3221,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5
3222,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6
3223,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5
3224,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
3225,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5
3226,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
3227,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
3228,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
3229,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
3230,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7
3231,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
3232,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
3233,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5
3234,7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6
3235,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7
3236,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
3237,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
3238,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
3239,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7
3240,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
3241,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
3242,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
3243,7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5
3244,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
3245,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
3246,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6
3247,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
3248,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
3249,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7
3250,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
3251,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
3252,6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6
3253,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
3254,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7
3255,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6
3256,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7
3257,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5
3258,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6
3259,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5
3260,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
3261,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
3262,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
3263,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5
3264,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
3265,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
3266,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5
3267,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7
3268,6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4
3269,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6
3270,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6
3271,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
3272,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6
3273,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6
3274,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
3275,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5
3276,5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6
3277,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6
3278,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
3279,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
3280,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
3281,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
3282,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6
3283,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
3284,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
3285,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
3286,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
3287,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
3288,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6
3289,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5
3290,6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7
3291,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
3292,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
3293,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5
3294,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
3295,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
3296,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8
3297,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
3298,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
3299,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7
3300,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
3301,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
3302,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5
3303,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
3304,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6
3305,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5
3306,6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6
3307,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
3308,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3309,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7
3310,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5
3311,6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7
3312,4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,6
3313,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
3314,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6
3315,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5
3316,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5
3317,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7
3318,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
3319,6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4
3320,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
3321,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
3322,7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6
3323,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
3324,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6
